Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,Category,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),PhotoID,X,Y,Type,Subtype,Subtype (Finnish),m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Subtype 2 (Finnish),Stone art (Finnish)
IA,1000000167,Laitila,Sonkkila Myllymäki,KM,14416,36,6763500.0,3209080.0,25,Bone artefact,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0,False,,,,,,,"Fragmentteja, häränsilmäleimoja ja viivoja, haudan 6 palaneen luun seasta. Salmo luettelossa: ""Ylioppilas P.-L. Lehtosalo löysi palat puhdistaessaan kuudennen haudan luunsiruja.""",KM 14416_36,"21,63724989","60,87400341",Bone comb,Bone comb,Kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000002299,Mikkeli,Valkola,KM,14074,22,6836620.0,3513840.0,87,Bone artefact,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,118.0,35.0,5.0,,,,"Luetteloitu luukaapimena, mutta ei näy työstöjälkiä. Varmistettu Kati Salolta, jonka mukaan luonnollisesti lohjennut eläimen luu. Palamaton.",KM 14074_22,"27,25781801","61,63685507",Bone,Bone,Luonnollisesti lohjennut eläimen luu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,109010023,Hämeenlinna,Varikonniemi,KM,23703,922,6768743.0,3363266.0,80,Bone artefact,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,,,,,,,"Pieni fragmentti, viivoja. Tumma pala. Muu kama ympärillä ihan pääasiassa hist.aikaa, muutamia rk kertsuja siellä täällä.",KM 23703_922,"24,46900989","61,0042329",Other bone artefact,Other bone artefact,Luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,109010023,Hämeenlinna,Varikonniemi,KM,23703,1182,6768743.0,3363266.0,80,Bone artefact,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,,,,,,,Pieni fragmentti. Konteksti sekoittunut.,KM 23703_1182,"24,46900989","61,0042329",Bone spindle whorl,Bone spindle whorl,Värttinänpyörän katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,109010023,Hämeenlinna,Varikonniemi,KM,23703,1932,6768743.0,3363266.0,80,Bone artefact,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,,,,,,,"Reiän kohdalta katkennut, sikaa, kun niin käyrä?",KM 23703_1932,"24,46900989","61,0042329",Bone pendant,Tooth pendant,Hammasriipus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,109010031,Hämeenlinna,Varikkoalue 3,KM,21188,816,6768147.0,3364470.0,86,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,11.0,,,Pieni pala,KM 21188_816,"24,49166518","60,9993049",Bone comb,Bone comb,Luukampa; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,109010031,Hämeenlinna,Varikkoalue 3,KM,21188,816,6768147.0,3364470.0,86,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,11.0,,,Pieni pala,KM 21188_816,"24,49166518","60,9993049",Bone comb,Bone comb,Luukampa; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,148010046,Inari,Nukkumajoki 2,KM,21986,34,7645400.0,3503760.0,130,Bone artefact,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,3.0,True,122.0,107.0,,,,,"Koristeeton, ellei siksi lasketa molemman sakaran päässä olevaa pientä lovea. Mikael Mannisen (suullinen tiedonanto) mukaan olisi mieluummin veneen juuripunosten kiristin, joita muistuttaa kyllä enemmän. Voisin uskoa tätä selitystä, koska koristelu puuttu",KM 21986_34,"27,08921923","68,89097677",Rivet setting tool,Rivet setting tool,Veneen neulojen kiristin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,148010046,Inari,Nukkumajoki 2,KM,21986,121,7645400.0,3503760.0,130,Bone artefact,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1.0,True,32.0,30.0,20.0,,,,Kohovyö ja viivoja. Sylinterimäinen. Sarvea. Löydöt ajoittuvat 1500-1600-luvuille!,KM 21986_121,"27,08921923","68,89097677",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,148010088,Inari,Telju Peuna,KM,18896,1,7637302.0,3535551.0,120,Bone artefact,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.0,True,104.0,23.0,12.0,,,,"Luunaskali, jossa luettelon mukaan koristelua kärjessä. En erota koristelua. Ajoituksesta ei tietoa.",KM 18896_1,"27,87693683","68,81614047",Bone awl,Bone awl,Naskali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,165010034,Janakkala,Räikälä 2,KM,17337,3,6755410.0,3369744.0,96,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,17.0,8.0,1.0,"Toiselta puolelta viivoin koristeltu, palanut luuesineen fragmentti",KM 17337_3,"24,59767511","60,88687596",Other bone artefact,Other bone artefact,Luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,165010038,Janakkala,Lensunkallio (Hamppula 2),KM,24441,100,6755169.0,3369333.0,85,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,14.0,23.0,,Kaksipuoleisen kamman fragmentti,KM 24441_100,"24,59027578","60,88457972",Bone comb,Bone comb,Luukamman kappale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,165010039,Janakkala,Veräjänsuu (Hamppula 3),KM,24440,413,6755318.0,3369340.0,85,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Tasaista pintaa, jossa uurteita",KM 24440_413,"24,59030377","60,88591804",Other bone artefact,Other bone artefact,Luuesineen kappale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,165010069,Janakkala,Taurula,KM,24745,87,6757104.0,3367519.0,87,Bone artefact,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,,,,51.0,10.0,,"Luettelossa arveltu, että piipunvarren suuosa. Voisiko olla? Pieni reikä päässä, kulkee sisällä. Ikään kuin hampaanjäljet suuosassa toisella puolella. Ei mustunut sisältä.",KM 24745_87,"24,55557343","60,90132726",Other bone artefact,Other bone artefact,Luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,165010069,Janakkala,Taurula,KM,24745,1940,6757104.0,3367519.0,87,Bone artefact,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,False,,,,,,,"levymäinen fragmentti, luetteossa arvellaan lusikan pesän kpleeksi, mutta näissä kai ei yleensä koristelua. Tässä viivaa toisella puolella.",KM 24745_1940,"24,55557343","60,90132726",Other bone artefact,Other bone artefact,Luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,165010069,Janakkala,Taurula,KM,24745,2187,6757104.0,3367519.0,87,Bone artefact,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,3.0,False,,,,,,,"Luettelossa arveltu luisen nuolenkärjen katkelmaksi, muoto olisi lehtimäinen ja litteä. Voisi olla, ikään kuin olkapäät näkyvissä sileinä, ruoto katkennut.",KM 24745_2187,"24,55557343","60,90132726",Bone arrow point,Bone arrow point,Luuesineen katkelma; nuolenkärki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,180010007,Jyväskylä,Oravasaari Siilinranta,KM,21262,21,6902280.0,3445900.0,86,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3.0,False,,,,,,,"Ei nähty, Jyväskylässä, ei kuvaa luettelossa",KM 21262_21,"25,95662623","62,22234345",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,220010017,Raasepori,Brobacka,KM,17055,210,6664050.0,3313018.0,15,Bone artefact,,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,Neljä palaa luukammasta,KM 17055_210,"23,64044241","60,04567515",Bone comb,Bone comb,Luukampa; katkelmia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,220010017,Raasepori,Brobacka,KM,17055,327,6664050.0,3313018.0,15,Bone artefact,,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Pieni kpl, jossa niitti",KM 17055_327,"23,64044241","60,04567515",Bone comb,Bone comb,Luukampa; katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,418010001,Lempäälä,Päivääniemi,KM,23749,14,6803110.0,3323380.0,80,Bone artefact,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0,False,,,,,,,"Kolmiomaisesta kammasta, häränsilmäleimoilla koristeltu molemmin puolin, Reikä kolmion päässä.",KM 23749_14,"23,70087038","61,29630434",Bone comb,Bone comb,Kampa; luukampa; sarvikampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,481010003,Masku,Määksmäki,KM,19003,8,6726584.0,3230344.0,20,Bone artefact,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,38.0,,,"Poikkileikkaus kolmiomainen, koristeluna häränsilmäleimoja.",KM 19003_8,"22,07808211","60,55894665",Bone comb,Bone comb,Kampa; luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,50010027,Eura,Käräjämäki-Osmanmäki,KM,16949,78,6789685.0,3238395.0,35,Bone artefact,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,,,,,,,"Eläimen hampaita, simpukankuoria, lehmän sarvi",KM 16949_78,"22,13919189","61,12856457",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,538010001,Nousiainen,Isotalo,KM,14666,2,6733920.0,3234633.0,,Bone artefact,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,Häränsilmäleimoja fragmentissa,KM 14666_2,"22,14612858","60,62740406",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,586010021,Salo,Paarskylän kartano,KM,17137,32,6688054.0,3286627.0,20,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,19.0,14.0,,"Karhun kynsiä alanroilla 27, 33, 48",KM 17137_32,"23,1427335","60,24776465",Bone comb,Bone comb,Luukampa; katkelma; kaksipuolinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,604010015,Pirkkala,Tursiannotko,KM,23788,1,6820902.0,3316675.0,83,Bone artefact,,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,1.0,True,105.0,40.0,,,,,Viivakoristelua,KM 23788_1,"23,55851606","61,45258478",Bone spoon,Bone spoon,Luulusikka; sarvilusikka; lusikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,604010015,Pirkkala,Tursiannotko,KM,24514,2,6820902.0,3316675.0,83,Bone artefact,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,True,,,,,,,luuharppuuna,KM 24514_2,"23,55851606","61,45258478",Bone harpoon,Bone harpoon,Harppuuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,5813,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,25.0,15.0,"Fragmentti, jossa suora viiva. Kaareva pala, ei sovi lusikaksi. Toinen puoli näyttää luonnoliselta, kallon pala?",KM 19000_5813,"22,17799026","60,48937197",Other bone artefact,Other bone artefact,Luuesine; luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,3033,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,False,,,,,,,"Kamman koristelua, niitti. Myös nrolla :3023 - se lisätty",KM 19000_3033,"22,17799026","60,48937197",Bone comb,Bone comb,Luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,5615,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,,,,"2 kpl, mahdollisesti värttinänpyörästä",KM 19000_5615,"22,17799026","60,48937197",Bone spindle whorl,Bone spindle whorl,Luuesine; luuesineen katkelma; värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,7980,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,11.0,8.0,,"Fragmentti, jossa poikittaisuria. Paksuhko.",KM 19000_7980,"22,17799026","60,48937197",Other bone artefact,Other bone artefact,Luuesine; luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,5082,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,12.0,10.0,,"Hieman kaareva kappale, viivaa ja häränsilmiä",KM 19000_5082,"22,17799026","60,48937197",Other bone artefact,Other bone artefact,Luuesine; luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,3023,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,False,,,,,,,Kamman koristelua,KM 19000_3023,"22,17799026","60,48937197",Bone comb,Bone comb,Luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,7541,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,25.0,10.0,,"Fragmentti, jossa häränsilmäleimoja. Pitkänomainen.",KM 19000_7541,"22,17799026","60,48937197",Other bone artefact,Other bone artefact,Luuesine; luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,1829,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,1.0,False,,,,,,,"Koristeltu samansuuntaisilla viivoilla, jotka kiertävät värttinän pintaa. Värttinänpyörää myös alanroilla 3031, 3034,",KM 19000_1829,"22,17799026","60,48937197",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,4983,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,28.0,9.0,6.0,"Yksi sivu uurrekoristettu, muuten suorakaiteen muotoinen poikkileikkaus, paksuhko, outo",KM 19000_4983,"22,17799026","60,48937197",Other bone artefact,Other bone artefact,Luuesine; luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,6207,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,55.0,9.0,,"Huom. Mitta laskettu yhteensä paloista tällä nrolla ja nrolla 6212, näiden kahden alanron palat siis sopivat yhteen",KM 19000_6207,"22,17799026","60,48937197",Other bone artefact,Other bone artefact,Luuesine; luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,5607,6718440.0,3235246.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,14.0,11.0,,"Fragmentti, jossa viivakoristelua",KM 19000_5607,"22,17799026","60,48937197",Other bone artefact,Other bone artefact,Luuesine; luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,17705,222,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,,,,kolmion keskellä ollut reikä?,KM 17705_222,"22,96161094","60,40785808",Bone comb,Bone comb,Luukampa; fragmentti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,18837,30,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,2.0,False,16.0,8.0,4.0,,,,"Ruutuviivaa, toinen puoli litteä ja koristelematon, todnäk kammasta",KM 18837_30,"22,96161094","60,40785808",Bone comb,Bone comb,Luuesine; luukampa; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,18837,86,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,2.0,False,25.0,8.0,3.0,,,,"Ympyräleimoja, jossa pisteen ympärillä kasi rengasta, alapuoli litteä joten kampaa?",KM 18837_86,"22,96161094","60,40785808",Bone comb,Bone comb,Luuesine; fragmentti; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,18837,264,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,False,30.0,22.0,13.0,,,,Isomman palan mitat edellä. Kaksi fragmenttia.,KM 18837_264,"22,96161094","60,40785808",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,17705,253,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,,,,"Kolme palaa, ristikkäistä ja yhdensuuntaista viivaa sekä häränsilmäleimoja",KM 17705_253,"22,96161094","60,40785808",Bone comb,Bone comb,Luuesine; luukamman paloja? Luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,17910,162,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,20.0,,,"Pitkänomainen kappale, jossa reikä. Luukampa? Tai siis luukamman osa? Reikä voisi olla niitin kohta.",KM 17910_162,"22,96161094","60,40785808",Other bone artefact,Other bone artefact,Luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,17705,187,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Molemmilta puolilta koristeltu viivoin, värttinänpyörän kappaleita?? Samanlaisia kuin :194, jotka myös fragmentteja mutta enemmän tämän oloisia. Todnäk samaa esinettä. Ks. Myös : 223",KM 17705_187,"22,96161094","60,40785808",Other bone artefact,Other bone artefact,Luuesineen fragmentti; 2 kpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,17705,221,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,,,,Viivakoristelua,KM 17705_221,"22,96161094","60,40785808",Bone comb,Bone comb,Luuesineen pala; luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,17705,164,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,10.0,8.0,,viivakoristelua,KM 17705_164,"22,96161094","60,40785808",Bone comb,Bone comb,Luukampa; kampa; fragmentti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,17705,255,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,11.0,9.0,,Osa rombimaisesta kuviosta,KM 17705_255,"22,96161094","60,40785808",Bone comb,Bone comb,Luukamman fragmentti; luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,73010033,Salo,Isoriihenmäki,KM,17705,223,6706469.0,3277701.0,42,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,22.0,16.0,,Viivakoristelu samanlaista kuin alanroilla :187 ja :194,KM 17705_223,"22,96161094","60,40785808",Bone spindle whorl,Bone spindle whorl,Luuesine; värttinänpyörän fragmentti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,734010025,Salo,Ketohaka,KM,6658,136,6705524.0,3287453.0,,Bone artefact,,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,1.0,False,,,,,,,Kolme luisen tai sarvisen kamman kappaletta. Kamman kädensija ollut pyöreä tai kolmio sivuprofiililtaan. Koristeen yksi häränsilmä.,KM 6658_136,"23,13915811","60,40463943",Bone comb,Bone comb,Kampa; luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,734010025,Salo,Ketohaka,KM,6658,170,6705524.0,3287453.0,,Bone artefact,,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,1.0,False,,,,,,,"Viisi kamman kappaletta, joissa näkyy kamman piikkejä. Kahdessa palassa 13 mm pitkät rautaniitit,  Kaksi luun palaa, joissa toisessa kolme häränsilmää. Yksi pala, joka esineen reunasta, joka tekee 90 asteen kulman. Tässä reunansuuntaista tuplaviivaa ja pi",KM 6658_170,"23,13915811","60,40463943",Bone comb,Bone comb,Kampa; luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,777010073,Suomussalmi,Kivisaari,KM,18057,38,7256683.0,3592673.0,245,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,2.0,False,9.0,9.0,6.0,,,,Pieni pala luettelon mukaan luukampaa. Luuesineen fragmentti joka tapauksessa. Lusikan paloja nrolla 51 (Ämmänsaaressa). Huom! Myös punaista piitä nrolla 37!,KM 18057_38,"28,9902842","65,39239618",Other bone artefact,Other bone artefact,Luuesineen pala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,777010073,Suomussalmi,Kivisaari,KM,18057,5,7256683.0,3592673.0,245,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,1.0,False,25.0,11.0,5.0,,,,"Hieman viivakoristelua. Luettelon mukaan ehkä puukonpäästä, kuten arveltu myös nroa :29 (ei ollut laatikossa) ja :34 - tämä tosin voisi olla joko puukon päätä tai kaarevuuden perusteella myös tasapäistä nuolenkärkeä, kolkkanuoli. Koristelua luuesinettä my",KM 18057_5,"28,9902842","65,39239618",Other bone artefact,Other bone artefact,Luuesineen pala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,781010049,Sysmä,Siivolanpelto,KM,17181,40,6823880.0,3440670.0,87,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Fragmentti, kamparivien päällä suora viiva",KM 17181_40,"25,88203935","61,51819355",Bone comb,Bone comb,Luukampa; katkelma; kaksipuolinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,1303,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,31.0,13.0,3.0,Lusikan vartta??? Vain yläpinta koristeltu,KM 19872_1303,"24,32641264","61,17650652",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,793,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,20.0,12.0,4.0,Kaksipuolisen kamman kpl. Viivakoristelua.,KM 19872_793,"24,32641264","61,17650652",Bone comb,Bone comb,Luukampa; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,792,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Kaksi fragmenttia. Toisessa punoskoristelua, toisessa viivoja. Viivoitettu pala vasamasta?",KM 19872_792,"24,32641264","61,17650652",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,734,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,17.0,19.0,,Kaksipuoleisen kamman kappaleita. Keskiosassa piste- ja viivakoristelua.,KM 19872_734,"24,32641264","61,17650652",Bone comb,Bone comb,Luukampa; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,734,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,17.0,19.0,,Kaksipuoleisen kamman kappaleita. Keskiosassa piste- ja viivakoristelua.,KM 19872_734,"24,32641264","61,17650652",Bone comb,Bone comb,Luukampa; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,1158,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,26.0,21.0,15.0,,KM 19872_1158,"24,32641264","61,17650652",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,794,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,14.0,6.0,2.0,"Todennäköisesti kammasta, koska piikin juuret? Häränsilmäleimaa.",KM 19872_794,"24,32641264","61,17650652",Bone comb,Bone comb,Luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,1121,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,19.0,12.0,5.0,Kaksipuolisen kamman kpl. Viivakoristelua.,KM 19872_1121,"24,32641264","61,17650652",Bone comb,Bone comb,Kampa; Luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
